기준년월,휴게소내판매순위,휴게소코드,휴게소명,매장코드,매장명,판매상품SEQ,판매상품명
2025-11,1,S000455,주암(천안)휴게소,0030,탐앤탐스,1100045803,(탐앤탐스)HOT아메리카노(T)
2025-11,2,S000455,주암(천안)휴게소,0030,탐앤탐스,1100045794,(탐앤탐스)ICE아메리카노(T)
2025-11,3,S000455,주암(천안)휴게소,0004,한식당,1100033291,순두부찌개
2025-11,4,S000455,주암(천안)휴게소,0007,라면코너,1100034555,(실속상품)ex-라면
2025-11,5,S000455,주암(천안)휴게소,0032,건봉국밥,1100039247,(건봉국밥)건봉국밥
2025-11,1,S000456,주암(순천)휴게소,0030,탐앤탐스,1100045803,(탐앤탐스)HOT아메리카노(T)
2025-11,2,S000456,주암(순천)휴게소,0030,탐앤탐스,1100045794,(탐앤탐스)ICE아메리카노(T)
2025-11,3,S000456,주암(순천)휴게소,0031,건봉국밥,1100039247,(건봉국밥)건봉국밥
2025-11,4,S000456,주암(순천)휴게소,0007,라면,1100034555,(실속상품)ex-라면
2025-11,5,S000456,주암(순천)휴게소,0004,한식,1100032818,돼지짜글이
2025-11,1,S000457,순천(순천)휴게소,0028,(탐앤탐스)탐앤탐스,1100036355,(탐앤탐스)HOT아메리카노(T)
2025-11,2,S000457,순천(순천)휴게소,0002,한식당,1100022097,육개장9000(중원)
2025-11,3,S000457,순천(순천)휴게소,0028,(탐앤탐스)탐앤탐스,1100036342,(탐앤탐스)ICE아메리카노(T)
2025-11,4,S000457,순천(순천)휴게소,0002,한식당,1100016430,갈비탕(중원) 
2025-11,5,S000457,순천(순천)휴게소,0001,편의점,1200077983,신동_명가꽈배기
2025-11,1,S000458,횡성(강릉)휴게소,0117,①횡성반상,1100024643,횡성한우국밥
2025-11,2,S000458,횡성(강릉)휴게소,0198,②봉화산설렁탕,1100024443,(봉화산설렁탕)봉화산설렁탕
2025-11,3,S000458,횡성(강릉)휴게소,0125,호두과자코너(직영),1100006240,(알뜰간식)호두과자(10개입)
2025-11,4,S000458,횡성(강릉)휴게소,0222,돈까스,1100019848,왕돈까스
2025-11,5,S000458,횡성(강릉)휴게소,0090,탐엔탐스-외부,1100023881,(탐앤탐스)HOT아메리카노(S)
2025-11,1,S000459,평창(강릉)휴게소,0061,평창반상,1100033486,소고기국밥
2025-11,2,S000459,평창(강릉)휴게소,0064,우동규동,1100024680,꼬치어묵우동
2025-11,3,S000459,평창(강릉)휴게소,0093,직영-탐앤탐스,1100023881,(탐앤탐스)HOT아메리카노(T)
2025-11,4,S000459,평창(강릉)휴게소,0061,평창반상,1100025865,(실속상품)순두부찌개
2025-11,5,S000459,평창(강릉)휴게소,0061,평창반상,1100020884,돼지고기 김치찌개
2025-11,1,S000460,구정(삼척)휴게소,0003,구정반상 한식당우동라면,1100025251,계란떡라면
2025-11,2,S000460,구정(삼척)휴게소,0003,구정반상 한식당우동라면,1100019848,왕돈까스
2025-11,3,S000460,구정(삼척)휴게소,0020,탐앤탐스,1100045803,탐탐_카페아메리카노
2025-11,4,S000460,구정(삼척)휴게소,0003,구정반상 한식당우동라면,1100000644,김치찌개
2025-11,5,S000460,구정(삼척)휴게소,0003,구정반상 한식당우동라면,1100024628,육개장
2025-11,1,S000461,평창(인천)휴게소,0042,투썸,1100044865,T투썸_I아메리카노R
2025-11,2,S000461,평창(인천)휴게소,0004,천안명물호두과자,1100035954,호두과자(간식용)
2025-11,3,S000461,평창(인천)휴게소,0042,투썸,1100044872,T투썸_아메리카노R
2025-11,4,S000461,평창(인천)휴게소,0011,평창 소고기국밥,1100019844,평창소고기국밥
2025-11,5,S000461,평창(인천)휴게소,0009,평창왕돈까스,1100033425,평창왕돈까스
2025-11,1,S000472,충주(양평)휴게소,0003,한식,1100038238,새뱅이순두부
2025-11,2,S000472,충주(양평)휴게소,0004,돈가스,1100039154,사과돈가스
2025-11,3,S000472,충주(양평)휴게소,0003,한식,1100041015,소고기국밥
2025-11,4,S000472,충주(양평)휴게소,0056,JDX,1300000057,JDX 100
2025-11,5,S000472,충주(양평)휴게소,0003,한식,1100001149,사과한돈제육덮밥
2025-11,1,S000477,강천산(광주)휴게소,0003,500커피(우),1100013850,자판기커피(모카골드믹스외1종) 자판기커피(500)
2025-11,1,S000480,외동(포항)휴게소,0003,한식,1100028538,(경주천년한우)천년한우국밥
2025-11,2,S000480,외동(포항)휴게소,0028,파스쿠찌,1100044473,PC_H아메리카노R
2025-11,3,S000480,외동(포항)휴게소,0003,한식,1100030569,해물순두부찌개.
2025-11,4,S000480,외동(포항)휴게소,0004,코바코,1100036915,(코바코)등심돈가스
2025-11,5,S000480,외동(포항)휴게소,0003,한식,1100037588,우리돼지김치찌개
2025-11,1,S000482,강릉(인천)휴게소,0051,엔젤,1100046132,[AI]I아메리카노R
2025-11,2,S000482,강릉(인천)휴게소,0073,아띠몽,1100042310,아띠몽호두과자10P
2025-11,3,S000482,강릉(인천)휴게소,0030,돈가스코너,1100041276,왕돈가스
2025-11,4,S000482,강릉(인천)휴게소,0030,돈가스코너,1100027813,강릉돈가스
2025-11,5,S000482,강릉(인천)휴게소,0059,인생설렁탕,1100042424,인생)인생설렁탕(9500)
2025-11,1,S000483,강릉(강릉)휴게소,0005,한식당,1100030736,초당두부황태해장국
2025-11,2,S000483,강릉(강릉)휴게소,0059,아띠몽,1100042310,아띠몽호두과자10P
2025-11,3,S000483,강릉(강릉)휴게소,0041,엔제리너스,1100046245,(AI)H아메리카노S
2025-11,4,S000483,강릉(강릉)휴게소,0005,한식당,1100032032,육개장
2025-11,5,S000483,강릉(강릉)휴게소,0007,105_우동,1100042347,(코바코)오뎅꼬치우동
2025-11,1,S000484,양양(동해)휴게소,0001,010_편의점,1200051346,유재건어물2가지맛B
2025-11,2,S000484,양양(동해)휴게소,0007,특산품,1200037779,동전쥐포.
2025-11,3,S000484,양양(동해)휴게소,0001,010_편의점,1200063518,스타벅스더블샷에스프레소&크림
2025-11,4,S000484,양양(동해)휴게소,0001,010_편의점,1200031199,스타벅스파이크플레이스커피
2025-11,5,S000484,양양(동해)휴게소,0001,010_편의점,1200035244,(주)오리온 더 자일리톨 102g
2025-11,1,S000485,양양(속초)휴게소,0001,030_편의점,1200051346,유재건어물2가지맛B
2025-11,2,S000485,양양(속초)휴게소,0007,특산품,1200037779,동전쥐포.
2025-11,3,S000485,양양(속초)휴게소,0001,030_편의점,1200014277,스타벅스커피
2025-11,4,S000485,양양(속초)휴게소,0001,030_편의점,1200066285,스타벅스파이크블랙
2025-11,5,S000485,양양(속초)휴게소,0001,030_편의점,1200035132,칸타타콘트라베이스
2025-11,1,S000486,영천(포항)휴게소,0036,(신)한식,1100023739,차돌박이된장찌개
2025-11,2,S000486,영천(포항)휴게소,0049,클라이머홀릭(외주),1200013058,클라이머홀릭(10000) 클라이머홀릭(10000)
2025-11,3,S000486,영천(포항)휴게소,0037,(신)양식,1100036002,(코바코)등심돈가스
2025-11,4,S000486,영천(포항)휴게소,0042,(신)탐앤탐스(직영),1100045803,(탐앤탐스)HOT아메리카노(R)
2025-11,5,S000486,영천(포항)휴게소,0036,(신)한식,1100021854,돼지김치찌개
2025-11,1,S000487,영천(대구)휴게소,0040,(신)한식(직영),1100030542,영천돼지고기짜글이
2025-11,2,S000487,영천(대구)휴게소,0045,(신)탐앤탐스(외주),1100045794,(탐앤탐스)ICE아메리카노(R.)
2025-11,3,S000487,영천(대구)휴게소,0040,(신)한식(직영),1100033147,만두순두부
2025-11,4,S000487,영천(대구)휴게소,0045,(신)탐앤탐스(외주),1100045803,(탐앤탐스)HOT아메리카노(R.)
2025-11,5,S000487,영천(대구)휴게소,0082,(신)클라이머홀릭,1300000828,의류(전문매장) 클라이머홀릭(100000)
2025-11,1,S000488,영광(목포)휴게소,0001,편의점,1200021266,4500담배 에쎄라이트
2025-11,2,S000488,영광(목포)휴게소,0001,편의점,1200021258,4500담배 에쎄수1mg(4500)
2025-11,3,S000488,영광(목포)휴게소,0001,편의점,1200040553,에쎄체인지히말라야
2025-11,4,S000488,영광(목포)휴게소,0001,편의점,1200021256,5000담배 에쎄스페셜골드1mg
2025-11,5,S000488,영광(목포)휴게소,0005,자판기(커피),1100013850,자판기커피(500)
2025-11,1,S000489,옥계(속초)휴게소,0010,07_한식당,1100040640,제육짜글이
2025-11,2,S000489,옥계(속초)휴게소,0059,돈가스,1100040004,감튀옛날돈가스
2025-11,3,S000489,옥계(속초)휴게소,0063,달콤커피,1100026231,(달콤커피)HOT아메리카노(R)
2025-11,4,S000489,옥계(속초)휴게소,0010,07_한식당,1100000256,묵은지김치찌개
2025-11,5,S000489,옥계(속초)휴게소,0063,달콤커피,1100026232,(달콤커피)ICE아메리카노(R)
2025-11,1,S000490,구리(일산)휴게소,0034,만쥬리아,1100027353,(알뜰간식)만쥬리아(10개입)
2025-11,2,S000490,구리(일산)휴게소,0037,코바코돈가스,1100033290,(코바코)옛날돈가스
2025-11,3,S000490,구리(일산)휴게소,0002,라면/덮밥,1100024625,떡라면
2025-11,4,S000490,구리(일산)휴게소,0006,한식매장,1100031775,흑돼지버섯제육볶음
2025-11,5,S000490,구리(일산)휴게소,0002,라면/덮밥,1100037455,(실속상품)ex-라면
2025-11,1,S000497,산삼골(광주)휴게소,0001,한식당,1100027812,등심돈가스
2025-11,2,S000497,산삼골(광주)휴게소,0003,탐앤탐스,1100045803,탐탐_카페아메리카노
2025-11,3,S000497,산삼골(광주)휴게소,0013,우동코너,1100023409,떡만두라면 
2025-11,4,S000497,산삼골(광주)휴게소,0001,한식당,1100024041,육개장(9000)
2025-11,5,S000497,산삼골(광주)휴게소,0003,탐앤탐스,1100045794,탐탐_아이스 카페아메리카노
2025-11,1,S000498,산삼골(대구)휴게소,0001,한식당,1100027812,등심돈가스
2025-11,2,S000498,산삼골(대구)휴게소,0001,한식당,1100024041,육개장(9000)
2025-11,3,S000498,산삼골(대구)휴게소,0013,우동코너,1100023409,떡만두라면 
2025-11,4,S000498,산삼골(대구)휴게소,0003,탐앤탐스,1100045803,탐탐_카페아메리카노
2025-11,5,S000498,산삼골(대구)휴게소,0003,탐앤탐스,1100045794,탐탐_아이스 카페아메리카노
2025-11,1,S000523,백양사(순천)휴게소,0002,식당(일반),1100038238,해물순두부찌개
2025-11,2,S000523,백양사(순천)휴게소,0033,놀부부대찌개,1100039348,부대찌개정식
2025-11,3,S000523,백양사(순천)휴게소,0022,커피(할리스),1100044578,(할리스)HOT카페아메(R)
2025-11,4,S000523,백양사(순천)휴게소,0002,식당(일반),1100043392,불고기비빔밥
2025-11,5,S000523,백양사(순천)휴게소,0010,외부매장(어묵핫바외),1100006220,(알뜰간식)호두과자(10개입)
2025-11,1,S000524,오창(남이)휴게소,0002,식당(일반),1100038238,해물순두부찌개
2025-11,2,S000524,오창(남이)휴게소,0037,(명품)금강설렁탕,1100047116,(금강설렁탕)살코기설렁탕
2025-11,3,S000524,오창(남이)휴게소,0022,식당(양식),1100036915,돈가스
2025-11,4,S000524,오창(남이)휴게소,0037,(명품)금강설렁탕,1100047115,(금강설렁탕)머릿고기설렁탕
2025-11,5,S000524,오창(남이)휴게소,0005,스낵(우동),1100044122,(실속상품)우동
2025-11,1,S000533,양북임시(상)휴게소,0005,GS편의점,1200064015,롯데)아이시스8.0(500M
2025-11,2,S000533,양북임시(상)휴게소,0005,GS편의점,1200077980,아메리카노L
2025-11,3,S000533,양북임시(상)휴게소,0005,GS편의점,1200077979,아메리카노M
2025-11,4,S000533,양북임시(상)휴게소,0005,GS편의점,1200063007,서울)강릉커피라떼250ML
2025-11,5,S000533,양북임시(상)휴게소,0003,자판기,1100013850,자판기커피(모카골드믹스외1종) 자판기커피(500)
2025-11,1,S000540,홍천(서울)휴게소,0011,250_호두과자,1100027398,호두과자(20개입)
2025-11,2,S000540,홍천(서울)휴게소,0011,250_호두과자,1100035955,(알뜰간식)호두과자(10개입)
2025-11,3,S000540,홍천(서울)휴게소,0038,산골황태3대식당,1100017858,산골황태국밥
2025-11,4,S000540,홍천(서울)휴게소,0047,(할리스)커피(오가다유통),1100044578,(할리스)HOT아메리카노(R)
2025-11,5,S000540,홍천(서울)휴게소,0005,130_레스또란떼(양식),1100036004,사과왕돈가스
2025-11,1,S000541,홍천(양양)휴게소,0015,250_호두과자,1100027398,호두과자(20개입)
2025-11,2,S000541,홍천(양양)휴게소,0015,250_호두과자,1100035955,(알뜰간식)호두과자(10개입)
2025-11,3,S000541,홍천(양양)휴게소,0034,산골황태3대식당,1100017858,(산골황태3대식당)산골3대황태국밥
2025-11,4,S000541,홍천(양양)휴게소,0025,할리스,1100044578,(할리스)HOT아메리카노(R)
2025-11,5,S000541,홍천(양양)휴게소,0005,130_레스또란떼(양식),1100031785,화촌왕돈가스
2025-11,1,S000543,마장휴게소,0061,맥도날드(임대),1100044763,후렌치후라이_미디엄
2025-11,2,S000543,마장휴게소,0104,식당(이천돌솥밥),1100028534,이천돌솥밥설렁탕
2025-11,3,S000543,마장휴게소,0007,식당(하_일반),1100046948,소고기국밥(마장)
2025-11,4,S000543,마장휴게소,0061,맥도날드(임대),1100042829,콜라_미디엄
2025-11,5,S000543,마장휴게소,0040,의류(JDX),1300007593,의류(전문매장) JDX
2025-11,1,S000553,시흥하늘휴게소,0039,214_던킨도너츠,1100004326,도너츠 2900
2025-11,2,S000553,시흥하늘휴게소,0176,마성떡볶이,1100036362,마성꼬마김밥
2025-11,3,S000553,시흥하늘휴게소,0360,2(스)_호두붐붐,1100036597,씨앗팥앙금호두과자
2025-11,4,S000553,시흥하늘휴게소,0337,공차,1100035683,공차
2025-11,5,S000553,시흥하늘휴게소,0007,106_마리짱,1100001354,마리짱김밥
2025-11,1,S000554,속리산(청주)휴게소,0030,시루봉(한식),1100032963,입맛도는짜글이
2025-11,2,S000554,속리산(청주)휴게소,0030,시루봉(한식),1100033408,돌솥버섯불고기비빔밥
2025-11,3,S000554,속리산(청주)휴게소,0028,레스또란떼(양식),1100036004,보은사과왕돈가스
2025-11,4,S000554,속리산(청주)휴게소,0040,(투썸플레이스)투썸플레이스,1100044872,T투썸_아메리카노R
2025-11,5,S000554,속리산(청주)휴게소,0030,시루봉(한식),1100033487,순두부찌개(표준레시피)케이알
2025-11,1,S000555,상주(청원)휴게소,0001,편의점,1200000213,곶감
2025-11,2,S000555,상주(청원)휴게소,0003,커피자판기,1100005304,자판커피(500)
2025-11,3,S000555,상주(청원)휴게소,0001,편의점,1200006469,접시곶감
2025-11,4,S000555,상주(청원)휴게소,0001,편의점,1200057001,(자판기)휴라면
2025-11,5,S000555,상주(청원)휴게소,0001,편의점,1100014350,원두커피
2025-11,1,S000556,익산미륵사지(천안)휴게소,0047,한식,1100041109,통근김치찌개
2025-11,2,S000556,익산미륵사지(천안)휴게소,0070,양식,1100026842,통큰돈가스
2025-11,3,S000556,익산미륵사지(천안)휴게소,0055,커피온전히,1100014844,(커피온전히)ICE아메리카노
2025-11,4,S000556,익산미륵사지(천안)휴게소,0070,양식,1100042788,등심돈가스
2025-11,5,S000556,익산미륵사지(천안)휴게소,0054,명동칼국수,1100028290,명동칼만두(명동칼국수)
2025-11,1,S000557,익산미륵사지(순천)휴게소,0050,한식,1100041109,통큰김치찌개
2025-11,2,S000557,익산미륵사지(순천)휴게소,0050,한식,1100018451,전주식비빔밥
2025-11,3,S000557,익산미륵사지(순천)휴게소,0074,맛동순두부,1100000296,★맛동순두부찌개
2025-11,4,S000557,익산미륵사지(순천)휴게소,0074,맛동순두부,1100000279,★한방순두부찌개
2025-11,5,S000557,익산미륵사지(순천)휴게소,0046,호두과자/옥수수,1100006281,호두과자(20개입)
2025-11,1,S000558,당진(서울)졸음쉼터,0001,푸드트럭,1100020650,커피 3500
2025-11,2,S000558,당진(서울)졸음쉼터,0001,푸드트럭,1100020666,핫도그
2025-11,3,S000558,당진(서울)졸음쉼터,0001,푸드트럭,1100020672,스낵 2000
2025-11,4,S000558,당진(서울)졸음쉼터,0001,푸드트럭,1100021897,커피 3000
2025-11,5,S000558,당진(서울)졸음쉼터,0001,푸드트럭,1100020651,음료 2500
2025-11,1,S000559,당진(목포)졸음쉼터,0001,푸드트럭,1100040676,핫바류3500(신)
2025-11,2,S000559,당진(목포)졸음쉼터,0001,푸드트럭,1100029967,꼬치어묵
2025-11,3,S000559,당진(목포)졸음쉼터,0001,푸드트럭,1100017209,아메리카노(청년창업)
2025-11,4,S000559,당진(목포)졸음쉼터,0001,푸드트럭,1100020180,커피3000(신)
2025-11,5,S000559,당진(목포)졸음쉼터,0001,푸드트럭,1100020179,커피2500(신)
2025-11,1,S000563,울산행복드림쉼터,0017,(신)한식/양식,1100000813,돼지불고기덮밥(9000)
2025-11,2,S000563,울산행복드림쉼터,0017,(신)한식/양식,1100000117,육개장(8500)
2025-11,3,S000563,울산행복드림쉼터,0017,(신)한식/양식,1100001587,흑돈돈가스
2025-11,4,S000563,울산행복드림쉼터,0010,(신)고운동커피,1100025692,H1-아메리카노(4300)
2025-11,5,S000563,울산행복드림쉼터,0017,(신)한식/양식,1100030659,순두부찌개(8500)
2025-11,1,S000564,진천농다리졸음쉼터,0001,푸드트럭,1100020339,토스트
2025-11,2,S000564,진천농다리졸음쉼터,0001,푸드트럭,1100022347,아메리카노hot
2025-11,3,S000564,진천농다리졸음쉼터,0001,푸드트럭,1100020052,아메리카노ice
2025-11,4,S000564,진천농다리졸음쉼터,0001,푸드트럭,1100021780,탄산음료
2025-11,5,S000564,진천농다리졸음쉼터,0001,푸드트럭,1100023167,소시지핫바
2025-11,1,S000570,테스트휴게소,0026,쌈지,1100036744,B비정가테스트10000
2025-11,2,S000570,테스트휴게소,0004,자판기매장,1100012044,자판커피(카푸치노외3)
2025-11,3,S000570,테스트휴게소,0026,쌈지,1100040409,A비정가테스트10000
2025-11,4,S000570,테스트휴게소,0058,스낵짱,1100000004,별미곰탕
2025-11,5,S000570,테스트휴게소,0058,스낵짱,1100001374,충무김밥
2025-11,1,S000571,김포졸음쉼터외측,0001,푸드트럭,1100020844,뉴)햄치즈토스트
2025-11,2,S000571,김포졸음쉼터외측,0001,푸드트럭,1100028670,뉴)스페셜토스트
2025-11,3,S000571,김포졸음쉼터외측,0001,푸드트럭,1100020189,망고스무디
2025-11,4,S000571,김포졸음쉼터외측,0001,푸드트럭,1100017284,옛날핫도그그
2025-11,5,S000571,김포졸음쉼터외측,0001,푸드트럭,1100028674,뉴)모닝토스트
2025-11,1,S000574,성주(양평)휴게소,0005,050_별고을,1100027356,우리돼지김치찌개
2025-11,2,S000574,성주(양평)휴게소,0005,050_별고을,1100025870,고추장제육볶음
2025-11,3,S000574,성주(양평)휴게소,0005,050_별고을,1100007229,우렁된장찌개
2025-11,4,S000574,성주(양평)휴게소,0054,121_토스트땅콩빵,1100022383,땅콩)땅콩빵(30EA)
2025-11,5,S000574,성주(양평)휴게소,0005,050_별고을,1100037590,소고기국밥
2025-11,1,S000575,성주(창원)휴게소,0005,050_별고을,1100030746,제육불고기정식
2025-11,2,S000575,성주(창원)휴게소,0005,050_별고을,1100035426,김치찌개
2025-11,3,S000575,성주(창원)휴게소,0049,121_토스트땅콩빵,1100022383,땅콩)땅콩빵(30EA)
2025-11,4,S000575,성주(창원)휴게소,0005,050_별고을,1100035459,버섯된장찌개
2025-11,5,S000575,성주(창원)휴게소,0005,050_별고을,1100028871,참외고추장비빔밥
2025-11,1,S000577,김해금관가야휴게소,0032,(신)가야풍경채,1100027555,얼큰육개장(9000)
2025-11,2,S000577,김해금관가야휴게소,0035,(신)고운동커피,1100031653,(고운동)ICE아메리카노
2025-11,3,S000577,김해금관가야휴게소,0032,(신)가야풍경채,1100030659,순두부찌개(8500)
2025-11,4,S000577,김해금관가야휴게소,0032,(신)가야풍경채,1100033557,왕돈가스
2025-11,5,S000577,김해금관가야휴게소,0035,(신)고운동커피,1100025692,(고운동)HOT아메리카노
2025-11,1,S000580,김포졸음쉼터내측,0001,푸드트럭,1100023158,핫스테이크토스트
2025-11,2,S000580,김포졸음쉼터내측,0001,푸드트럭,1100022543,감자폭탄토스트
2025-11,3,S000580,김포졸음쉼터내측,0001,푸드트럭,1100020189,아메리카노_ICE
2025-11,4,S000580,김포졸음쉼터내측,0001,푸드트럭,1100020512,토스트
2025-11,5,S000580,김포졸음쉼터내측,0001,푸드트럭,1100019924,에그핫톡(세트)
2025-11,1,S000581,매송(서울)휴게소,0017,외부매장(호두과자),1100006283,호두과자(20개입)
2025-11,2,S000581,매송(서울)휴게소,0063,소미미매송점,1100038581,소미미단팥빵(2800원)
2025-11,3,S000581,매송(서울)휴게소,0017,외부매장(호두과자),1100036597,호두과자 선물용(40개입)
2025-11,4,S000581,매송(서울)휴게소,0017,외부매장(호두과자),1100006220,(알뜰간식)3000호두과자(10개)
2025-11,5,S000581,매송(서울)휴게소,0004,푸드(데미돈가스),1100045656,데미돈까스
2025-11,1,S000582,매송(목포)휴게소,0012,외부매장(호두과자),1100006283,호두과자
2025-11,2,S000582,매송(목포)휴게소,0026,푸드(데미돈가스),1100045656,데미돈까스
2025-11,3,S000582,매송(목포)휴게소,0012,외부매장(호두과자),1100006220,(알뜰간식)호두과자 3000(10개입)
2025-11,4,S000582,매송(목포)휴게소,0017,외부매장(아자부),1100019322,(미소비)ICE아메리카노(R)
2025-11,5,S000582,매송(목포)휴게소,0088,푸드(신머이쌀국수),1100040595,소고기쌀국수(곱배기)
2025-11,1,S000583,창녕(양평)졸음쉼터,0001,푸드트럭,1100017330,스페셜3단
2025-11,2,S000583,창녕(양평)졸음쉼터,0001,푸드트럭,1100017422,햄계란
2025-11,3,S000583,창녕(양평)졸음쉼터,0001,푸드트럭,1100017318,아메리카노(ICE)
2025-11,4,S000583,창녕(양평)졸음쉼터,0001,푸드트럭,1100017438,음료3
2025-11,5,S000583,창녕(양평)졸음쉼터,0001,푸드트럭,1100018342,간식 소떡/핫바/소세지
2025-11,1,S000585,현풍(대구)휴게소,0061,079_호두과자,1100047064,추억의땅콩빵
2025-11,2,S000585,현풍(대구)휴게소,0092,투썸플레이스,1100044872,T투썸_HOT아메리카노(R)
2025-11,3,S000585,현풍(대구)휴게소,0003,풍경마루,1100038238,몽글몽글순두부찌개
2025-11,4,S000585,현풍(대구)휴게소,0003,풍경마루,1100041232,시골장터소고기국밥
2025-11,5,S000585,현풍(대구)휴게소,0061,079_호두과자,1100035954,(알뜰간식)호두과자(12개입)
2025-11,1,S000586,현풍(창원)휴게소,0098,투썸플레이스,1100044872,T투썸_HOT아메리카노(R)
2025-11,2,S000586,현풍(창원)휴게소,0106,021_십원빵,1100046483,추억의땅콩빵
2025-11,3,S000586,현풍(창원)휴게소,0003,풍경마루,1100000235,소고기장터국밥
2025-11,4,S000586,현풍(창원)휴게소,0105,남산돈까스,1100001532,남산왕돈까스
2025-11,5,S000586,현풍(창원)휴게소,0098,투썸플레이스,1100044865,T투썸_ICE아메리카노(R)
2025-11,1,S000587,외동(부산)휴게소,0055,049_탐앤탐스,1100045785,탐탐_아이스 아메리카노(G)
2025-11,2,S000587,외동(부산)휴게소,0096,031_남산돈까스,1100031593,남산왕돈까스
2025-11,3,S000587,외동(부산)휴게소,0002,020_풍경마루,1100000201,천년한우장터국밥
2025-11,4,S000587,외동(부산)휴게소,0055,049_탐앤탐스,1100045746,탐탐_아메리카노 (G)
2025-11,5,S000587,외동(부산)휴게소,0100,외동딸빵집,1100045215,빵류(4500)_외동딸빵집
2025-11,1,S000588,양북임시(하)휴게소,0010,050_탐엔탐스커피점,1100007694,(HOT)아메리카노(소)
2025-11,2,S000588,양북임시(하)휴게소,0007,20_특산품매장,1200071084,경주빵 600g
2025-11,3,S000588,양북임시(하)휴게소,0007,20_특산품매장,1200053457,다인명가찰보리빵(600g)
2025-11,4,S000588,양북임시(하)휴게소,0010,050_탐엔탐스커피점,1100005382,(ICE)아메리카노(소)
2025-11,5,S000588,양북임시(하)휴게소,0010,050_탐엔탐스커피점,1100010384,(HOT)카페라떼(소)
2025-11,1,S000589,함양(대전)휴게소,0003,한식당/우동/옥연,1100018444,장터국밥
2025-11,2,S000589,함양(대전)휴게소,0051,[042]_땅콩빵,1100046483,옹기종기땅콩빵(30개)
2025-11,3,S000589,함양(대전)휴게소,0003,한식당/우동/옥연,1100033410,애호박돼지김치찌개
2025-11,4,S000589,함양(대전)휴게소,0048,(달콤커피),1100040143,(달콤커피)HOT아메리카노(R)
2025-11,5,S000589,함양(대전)휴게소,0003,한식당/우동/옥연,1100008790,순창고추장비빔밥
2025-11,1,S000590,청주(서울)휴게소,0041,015_양식,1100036915,(남산)왕돈까스
2025-11,2,S000590,청주(서울)휴게소,0102,덮밥 부대찌개,1100041515,(푸드몰)마라부대찌개[11000]
2025-11,3,S000590,청주(서울)휴게소,0116,0141_청주본가,1100029130,갈비탕13000
2025-11,4,S000590,청주(서울)휴게소,0040,014_한식,1100017520,청주소고기국밥
2025-11,5,S000590,청주(서울)휴게소,0105,70_즉석꼬마김밥,1100001288,즉석꼬마김밥5개
2025-11,1,S000591,진안마이산(익산)휴게소,0029,(달콤커피)달콤커피,1100040143,(달콤커피)HOT아메리카노(R)
2025-11,2,S000591,진안마이산(익산)휴게소,0003,100_한식당,1100030885,해물순두부찌개
2025-11,3,S000591,진안마이산(익산)휴게소,0003,100_한식당,1100023427,흑돼지등심돈가스
2025-11,4,S000591,진안마이산(익산)휴게소,0003,100_한식당,1100031443,흑돼지제육덮밥
2025-11,5,S000591,진안마이산(익산)휴게소,0003,100_한식당,1100037243,돈가스제육덮밥
2025-11,1,S000592,예산(당진)휴게소,0028,의류매장01,1300000312,의류10000
2025-11,2,S000592,예산(당진)휴게소,0041,식당(양식),1100025092,사과돈가스
2025-11,3,S000592,예산(당진)휴게소,0042,오늘도곰탕(창업),1100040161,나주곰탕(청년)
2025-11,4,S000592,예산(당진)휴게소,0041,식당(양식),1100038196,(명품)포도수제돈가스
2025-11,5,S000592,예산(당진)휴게소,0002,식당(일반),1100044886,김치찌개
2025-11,1,S000593,서하남행복드림쉼터,0002,스낵(우동),1100044274,꼬치어묵우동(7500)
2025-11,2,S000593,서하남행복드림쉼터,0009,던킨도너츠,1100006002,치메이빵
2025-11,3,S000593,서하남행복드림쉼터,0009,던킨도너츠,1100006156,즉석찹쌀도너츠
2025-11,4,S000593,서하남행복드림쉼터,0009,던킨도너츠,1100036044,던킨)오레오크림치즈필드
2025-11,5,S000593,서하남행복드림쉼터,0011,커피(EXPRESSO),1100010828,아메리카노&쿠키set
2025-11,1,S000594,구리남양주행복드림쉼터,0003,잡수입,1300005176,운영장려금
2025-11,2,S000594,구리남양주행복드림쉼터,0005,서울도너츠,1100037189,(서울)ICE아메리카노(4000)
2025-11,3,S000594,구리남양주행복드림쉼터,0005,서울도너츠,1100037190,(서울)HOT아메리카노(4000)
2025-11,4,S000594,구리남양주행복드림쉼터,0004,편의점CU,1200062873,아이시스 롯데)아이시스8.0P500ml
2025-11,5,S000594,구리남양주행복드림쉼터,0004,편의점CU,1200021124,4500담배
2025-11,1,S000595,김포행복드림쉼터,0004,잡수입,1300005176,운영장려금
2025-11,2,S000595,김포행복드림쉼터,0006,편의점CU,1100004071,즉석)CU)일반라면용기N
2025-11,3,S000595,김포행복드림쉼터,0013,서울도너츠,1100038993,(서울)강남꽈배기
2025-11,4,S000595,김포행복드림쉼터,0006,편의점CU,1200021124,에쎄체인지1mg
2025-11,5,S000595,김포행복드림쉼터,0006,편의점CU,1200069492,빙그레)바나나우유240ml
2025-11,1,S000598,군자행복드림쉼터,0004,잡수입(잡수입),1300005176,운영장려금
2025-11,2,S000598,군자행복드림쉼터,0001,편의점CU,1200069176,CJ맥스봉빅소시지150g
2025-11,3,S000598,군자행복드림쉼터,0004,잡수입(잡수입),1300005177,결품지원상품발주매출장려금
